path,exists,size_bytes,sha256,evidence_label,paper_use,notes
results/paper_stage2/rml2016a/resnet1d/seed_42/complexity.json,true,556,7f1a58e2239c47ab0b35933590a7250c9fe9843cf865401ddc2995ca60745f23,PROJECT_SUPPORTED,complexity_source,Stage 5A artifact for resnet1d/seed_42; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_42/latency.json,true,1427,2b8dac69c8d2f87b7ad82dc36b7c57e7b4242668a1bf9e58117c8a47571278bc,CONTROLLED_LATENCY,controlled_cuda_latency_source,Stage 5A artifact for resnet1d/seed_42; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_42/training_summary.json,true,347,67d90b478a37aeb957de912dfdbbf828b6880d66a92c22d5864ca47427dca74c,PROJECT_SUPPORTED,training_audit_source,Stage 5A artifact for resnet1d/seed_42; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_2025/config_resolved.yaml,true,1013,8ad773eb4e67be679e94a4f29b5e77fce6cac8b83d3b8655ec50942cfd3b585d,PROJECT_SUPPORTED,run_reproducibility,Stage 5A artifact for resnet1d/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_2025/metrics_test.json,true,496,f308f70f071c799f3853df8c6002f478fec7e4780cfdb84f3196209c5f6a4c9a,PROJECT_SUPPORTED,main_metric_source,Stage 5A artifact for resnet1d/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_2025/metrics_per_snr.csv,true,2502,d4e720697be17d3f62eddd836e01a9e442c83038a55f63283d7cc376fbf58fb9,PROJECT_SUPPORTED,per_snr_curve_table_source,Stage 5A artifact for resnet1d/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_2025/metrics_per_class.csv,true,913,aff0a4f22dae1e34178273dc090111de29fbc11502f5b0cce150a859a185ade7,PROJECT_SUPPORTED,appendix_per_class_source,Stage 5A artifact for resnet1d/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_2025/predictions_test.csv,true,23462315,abefe26fad43fff20932f3b66a45b60684ab7151390ade7960930d1c00d634de,PROJECT_SUPPORTED,paired_statistics_source_large_hash_or_archive,Stage 5A artifact for resnet1d/seed_2025; large file; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_2025/confusion_overall.csv,true,611,f40919be94c78413d6de82a79f023cd8220843fbc2e44b5d645737311835e589,PROJECT_SUPPORTED,appendix_confusion_source,Stage 5A artifact for resnet1d/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_2025/confusion_low_snr.csv,true,585,feabcafb8c217cf74008ef9a8902ae00d180807fa376289bbe506358c5058855,PROJECT_SUPPORTED,low_snr_confusion_source,Stage 5A artifact for resnet1d/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_2025/complexity.json,true,556,7f1a58e2239c47ab0b35933590a7250c9fe9843cf865401ddc2995ca60745f23,PROJECT_SUPPORTED,complexity_source,Stage 5A artifact for resnet1d/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_2025/latency.json,true,1421,5072cfb33e28c71a25bdbe64ee48726615b6aab033d23ee896986c6156f9e2b3,CONTROLLED_LATENCY,controlled_cuda_latency_source,Stage 5A artifact for resnet1d/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_2025/training_summary.json,true,349,c5dcdcceb84da0730b558f262ec28758ffabd9ad00e9e29317c013f9c8f607ac,PROJECT_SUPPORTED,training_audit_source,Stage 5A artifact for resnet1d/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_3407/config_resolved.yaml,true,1013,5af25e5ff6360c7c8b8727d414d35df66611f6d6f2dd88b58ca34795bfcedd23,PROJECT_SUPPORTED,run_reproducibility,Stage 5A artifact for resnet1d/seed_3407; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_3407/metrics_test.json,true,499,c77f4732513b316cacfb527329a1163725f7d1edca8faed50f2785fcc314fbdd,PROJECT_SUPPORTED,main_metric_source,Stage 5A artifact for resnet1d/seed_3407; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_3407/metrics_per_snr.csv,true,2531,442f0aafffa077bb8bed0d35e5462bb4c8c2bcf644fcb7820d0590368ae0e7c2,PROJECT_SUPPORTED,per_snr_curve_table_source,Stage 5A artifact for resnet1d/seed_3407; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_3407/metrics_per_class.csv,true,908,aead1f01a383af10f323e1ccd5e884139fc50cc09498410a24e7d82688be1bc4,PROJECT_SUPPORTED,appendix_per_class_source,Stage 5A artifact for resnet1d/seed_3407; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_3407/predictions_test.csv,true,23452492,31ff4c6d93622540da7d5a61a0210ab701c45319f9eb550ca3859b671136ed74,PROJECT_SUPPORTED,paired_statistics_source_large_hash_or_archive,Stage 5A artifact for resnet1d/seed_3407; large file; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_3407/confusion_overall.csv,true,615,8401630cbf390e237bdbaddd56ba8ff024e8e097a5a60c264167d68df36dcfa8,PROJECT_SUPPORTED,appendix_confusion_source,Stage 5A artifact for resnet1d/seed_3407; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_3407/confusion_low_snr.csv,true,595,3dfa44c8dde36ebed18f4ba78bd7c854b36da5eb8d0be04666f38dcf53bfa75a,PROJECT_SUPPORTED,low_snr_confusion_source,Stage 5A artifact for resnet1d/seed_3407; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_3407/complexity.json,true,556,7f1a58e2239c47ab0b35933590a7250c9fe9843cf865401ddc2995ca60745f23,PROJECT_SUPPORTED,complexity_source,Stage 5A artifact for resnet1d/seed_3407; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_3407/latency.json,true,1429,cfd4bf5ff3d3665690c258595e9c0f1c16fdbda0d1a5afbf6910424205b0f2c1,CONTROLLED_LATENCY,controlled_cuda_latency_source,Stage 5A artifact for resnet1d/seed_3407; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/resnet1d/seed_3407/training_summary.json,true,350,0f8f3fee10e2b8709a5bd0c9f3d14edf4abbea6be0da51002239274cf2e05083,PROJECT_SUPPORTED,training_audit_source,Stage 5A artifact for resnet1d/seed_3407; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_42/config_resolved.yaml,true,1017,05d67147af75e1ef9b1b93c019e8a78e23ed8e66afb50dc18cbe680b05558847,PROJECT_SUPPORTED,run_reproducibility,Stage 5A artifact for tfcnn_stft/seed_42; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_42/metrics_test.json,true,499,8dd7111516bec687897b5ecc90a2aeec4b9db78cfabb728afd1bff9ceababafa,PROJECT_SUPPORTED,main_metric_source,Stage 5A artifact for tfcnn_stft/seed_42; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_42/metrics_per_snr.csv,true,2482,688aba81c0e358ec2dda97e1d40173ea4d00b62f58cf5afdcaab87c00c60686c,PROJECT_SUPPORTED,per_snr_curve_table_source,Stage 5A artifact for tfcnn_stft/seed_42; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_42/metrics_per_class.csv,true,911,3553842bcc92bd53d5447a10f49b27852d952cf1ae164d2a789fd5ecd786320d,PROJECT_SUPPORTED,appendix_per_class_source,Stage 5A artifact for tfcnn_stft/seed_42; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_42/predictions_test.csv,true,23442060,bce9240d6fa6a563451479153b3b97b90796dfe6c602d8cf2e7287eba7515143,PROJECT_SUPPORTED,paired_statistics_source_large_hash_or_archive,Stage 5A artifact for tfcnn_stft/seed_42; large file; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_42/confusion_overall.csv,true,616,051722baf6a8beb5bd49bcd1c0edd0b5e9930065509137304222fa4e6290bfef,PROJECT_SUPPORTED,appendix_confusion_source,Stage 5A artifact for tfcnn_stft/seed_42; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_42/confusion_low_snr.csv,true,578,0677560570c38b031932a87168fbbc42c95cc04a473cdbf786ed24e3869ccee4,PROJECT_SUPPORTED,low_snr_confusion_source,Stage 5A artifact for tfcnn_stft/seed_42; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_42/complexity.json,true,565,9e18d00e2863c328a7ddcb80d72d86fe792ad3eedae7b5c4140508a320f00fee,PROJECT_SUPPORTED,complexity_source,Stage 5A artifact for tfcnn_stft/seed_42; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_42/latency.json,true,1437,6c0eeeed2aa4e54701a0a88a272c999e35e8c9786bd9b95208eb0afeea79da3e,CONTROLLED_LATENCY,controlled_cuda_latency_source,Stage 5A artifact for tfcnn_stft/seed_42; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_42/training_summary.json,true,350,5a3890415b279da11139f1b26a417d0b7d835fce01fd2f42349db175dd655b35,PROJECT_SUPPORTED,training_audit_source,Stage 5A artifact for tfcnn_stft/seed_42; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_2025/config_resolved.yaml,true,1019,6ceab0b8a083e08db9dbc0e7c2aeb173fbc4b39b35e99e9c21ef6f6e2fa57fb5,PROJECT_SUPPORTED,run_reproducibility,Stage 5A artifact for tfcnn_stft/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_2025/metrics_test.json,true,499,65a26087f3830e33f99df0846dc750900f26851e3d1eaa2932984eae531a0989,PROJECT_SUPPORTED,main_metric_source,Stage 5A artifact for tfcnn_stft/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_2025/metrics_per_snr.csv,true,2531,35f3b101ec255558db40990255e1bcad224725db49a810844ddf67a158c1f832,PROJECT_SUPPORTED,per_snr_curve_table_source,Stage 5A artifact for tfcnn_stft/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_2025/metrics_per_class.csv,true,934,9ca43f1b7ad1db1ef3c65f67ab75346203aaff8ef58d04b7e212d1802b5dfffe,PROJECT_SUPPORTED,appendix_per_class_source,Stage 5A artifact for tfcnn_stft/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_2025/predictions_test.csv,true,23536683,6d18fd57b38643f8311fe235e0dabfe1c3e2d77a12cdb9bbac5232f8c799fc39,PROJECT_SUPPORTED,paired_statistics_source_large_hash_or_archive,Stage 5A artifact for tfcnn_stft/seed_2025; large file; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_2025/confusion_overall.csv,true,606,f1c81d197c9fcea8286878a84e0f364cd259df293e52456440b320eb2d5ab1cf,PROJECT_SUPPORTED,appendix_confusion_source,Stage 5A artifact for tfcnn_stft/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_2025/confusion_low_snr.csv,true,572,7a5e5e7ead6ea9855fab114dababa5d8d44c70e6373ef21ee3e5f225f47e349d,PROJECT_SUPPORTED,low_snr_confusion_source,Stage 5A artifact for tfcnn_stft/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_2025/complexity.json,true,565,9e18d00e2863c328a7ddcb80d72d86fe792ad3eedae7b5c4140508a320f00fee,PROJECT_SUPPORTED,complexity_source,Stage 5A artifact for tfcnn_stft/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_2025/latency.json,true,1439,dc68f83afb7b40434ad491ac31b97cce0107aba3ff22a5dd2f514963f9a9d63d,CONTROLLED_LATENCY,controlled_cuda_latency_source,Stage 5A artifact for tfcnn_stft/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_2025/training_summary.json,true,352,6eaf6d1a30853811310b260baa0d1d3be10f9270cee2b21813cd54674d2b201c,PROJECT_SUPPORTED,training_audit_source,Stage 5A artifact for tfcnn_stft/seed_2025; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_3407/config_resolved.yaml,true,1019,b9e1021fd304b5d3f0a958bc93a202ba964e528597fb1df0dcc151b02af61efa,PROJECT_SUPPORTED,run_reproducibility,Stage 5A artifact for tfcnn_stft/seed_3407; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_3407/metrics_test.json,true,500,d6f6133a39d70493d351df905fb8bdbbe1d39e663c1414cdde436344fc852de9,PROJECT_SUPPORTED,main_metric_source,Stage 5A artifact for tfcnn_stft/seed_3407; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_3407/metrics_per_snr.csv,true,2543,36cc8f80f531ca0d4464b8e820f1d17fc694d2501e4eec3078220ab9ecd26c28,PROJECT_SUPPORTED,per_snr_curve_table_source,Stage 5A artifact for tfcnn_stft/seed_3407; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_3407/metrics_per_class.csv,true,939,afd2628adb98ea25205dbe6aa9a5b4f7b1fd9acdf21fc884cb045246351f8272,PROJECT_SUPPORTED,appendix_per_class_source,Stage 5A artifact for tfcnn_stft/seed_3407; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_3407/predictions_test.csv,true,23543147,f40227a157ac090a31363f83f5245bc613ba6d0aef0ec2027bf0271b9eb8ff0f,PROJECT_SUPPORTED,paired_statistics_source_large_hash_or_archive,Stage 5A artifact for tfcnn_stft/seed_3407; large file; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_3407/confusion_overall.csv,true,606,ad0681520b1e85ee52cf35c8654ae9800977eca05d678a336a0a9c60ae4c3657,PROJECT_SUPPORTED,appendix_confusion_source,Stage 5A artifact for tfcnn_stft/seed_3407; keep failed MCLDNN seeds
results/paper_stage2/rml2016a/tfcnn_stft/seed_3407/confusion_low_snr.csv,true,570,cb66f85efe19db1716925f8340d683ee126b866df0e66ce07f6ec6c25cb56beb,PROJECT_SUPPORTED,low_snr_confusion_source,Stage 5A artifact for tfcnn_stft/seed_3407; keep failed MCLDNN seeds
